row_id,id,label,label_name,channel,category,subcategory,subject,body,raw_text,model_text,reason,requested_action,length_bucket,typo_level,obfuscation_type,url_type,attachment_flag,language_style,tone,template_group_id,pair_id,source_type,source_note,generation_batch,review_status,char_length,email_format,hard_negative_flag,template_family_id,generation_model,prompt_family,auto_audit_status,split_group_id,split,change_type,change_reason
7299,EMAIL_LONG_S02_040,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,인증번호 입력 요구,인증번호 확인 최종 통보,인증번호(OTP code) 화긴 처리가 필요합니다. 본인 확인을 위해 개인정보와 금융정보를 입력해 주세요,"제목: 인증번호 확인 최종 통보
본문: 인증번호(OTP code) 화긴 처리가 필요합니다. 본인 확인을 위해 개인정보와 금융정보를 입력해 주세요","제목: 인증번호 확인 최종 통보
본문: 인증번호(OTP code) 화긴 처리가 필요합니다. 본인 확인을 위해 개인정보와 금융정보를 입력해 주세요",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,verify_identity,31-80,light,keyboard_typo,none,False,korean_english,formal,TFAM_00869_G01,,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S02C_INPUT_009; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_CLEAN_S02_05,pending,80,subject_body,False,TFAM_00869,ChatGPT,FINAL_S02_인증번호 입력 요구_CLEAN,auto_pass,SGRP_00840,train,rewrite_pair_cleanup,초기 800쌍의 부자연스러운 범주 연결을 해제하고 해당 대분류에 맞는 독립 이메일로 재작성; final_quality_scenario_rewrite
7300,EMAIL_LONG_S02_041,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,MFA 초기화 사칭,RE: MFA 설정 처리 안내,"MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.
MFA 초기화 사칭 확인 후 결과를 바로 답장으로 알려 주세요.
MFA 초기화 사칭 기한이 지나면 신청이 취소되거나 이용이 제한될 수 있습니다.
MFA 초기화 사칭 제한 해제 주소는 https://example.invalid/official입니다.","제목: RE: MFA 설정 처리 안내
본문: MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.
MFA 초기화 사칭 확인 후 결과를 바로 답장으로 알려 주세요.
MFA 초기화 사칭 기한이 지나면 신청이 취소되거나 이용이 제한될 수 있습니다.
MFA 초기화 사칭 제한 해제 주소는 https://example.invalid/official입니다.","제목: RE: MFA 설정 처리 안내
본문: MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.
MFA 초기화 사칭 확인 후 결과를 바로 답장으로 알려 주세요.
MFA 초기화 사칭 기한이 지나면 신청이 취소되거나 이용이 제한될 수 있습니다.
MFA 초기화 사칭 제한 해제 주소는 [URL]",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,reply,81-200,none,none,normal,False,korean_english,formal,TFAM_00870_G01,PAIR_FINAL_MFA_029,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S02B_MFA_045; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_MFA_03,pending,181,subject_body,False,TFAM_00870,ChatGPT,PAIR_MFA_FINAL_V1,auto_pass,SGRP_00526,valid,corrected,의미가 직접 대응되는 정상·스팸 하드 페어로 재작성; final_quality_scenario_rewrite; final_semantic_pair_rebuild; final_semantic_pair_rebuild; final_semantic_pair_rebuild; surface_artifact_cleanup; high_frequency_boilerplate_diversified
7301,EMAIL_LONG_S02_042,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,OTP 회신 요구,RE: 인증번호 확인 필요,"> 전달받은 내용을 기준으로 답변드립니다.
MFA 초기화를 위해 방금 받은 인증번호를 이 메일로 회신해 주세요.
OTP 회신 요구 처리가 끝나면 완료 결과를 이 메일로 회신해 주세요.
OTP 회신 요구 처리를 위해 안내된 절차를 지금 완료해 주세요.
OTP 회신 요구 확인 전에 지정된 금액을 먼저 입금해 주세요.
OTP 회신 요구 처리를 위해 안내된 절차를 지금 완료해 주세요.
완료 후 반드시 회신해 주세요.
처리번호 S02-07301를 입력하면 요청을 바로 완료할 수 있습니다.","제목: RE: 인증번호 확인 필요
본문: > 전달받은 내용을 기준으로 답변드립니다.
MFA 초기화를 위해 방금 받은 인증번호를 이 메일로 회신해 주세요.
OTP 회신 요구 처리가 끝나면 완료 결과를 이 메일로 회신해 주세요.
OTP 회신 요구 처리를 위해 안내된 절차를 지금 완료해 주세요.
OTP 회신 요구 확인 전에 지정된 금액을 먼저 입금해 주세요.
OTP 회신 요구 처리를 위해 안내된 절차를 지금 완료해 주세요.
완료 후 반드시 회신해 주세요.
처리번호 S02-07301를 입력하면 요청을 바로 완료할 수 있습니다.","제목: RE: 인증번호 확인 필요
본문: > 전달받은 내용을 기준으로 답변드립니다.
MFA 초기화를 위해 방금 받은 인증번호를 이 메일로 회신해 주세요.
OTP 회신 요구 처리가 끝나면 완료 결과를 이 메일로 회신해 주세요.
OTP 회신 요구 처리를 위해 안내된 절차를 지금 완료해 주세요.
OTP 회신 요구 확인 전에 지정된 금액을 먼저 입금해 주세요.
OTP 회신 요구 처리를 위해 안내된 절차를 지금 완료해 주세요.
완료 후 반드시 회신해 주세요.
처리번호 S02-07301를 입력하면 요청을 바로 완료할 수 있습니다.",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,reply,201-500,none,none,none,False,korean,formal,TFAM_00871_G01,PAIR_FINAL_MFA_037,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S02_OTP_009; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_MFA_04,pending,293,reply_forward,False,TFAM_00871,ChatGPT,PAIR_MFA_FINAL_V1,auto_pass,SGRP_00841,train,corrected,의미가 직접 대응되는 정상·스팸 하드 페어로 재작성; final_quality_scenario_rewrite; final_semantic_pair_rebuild; final_semantic_pair_rebuild; final_semantic_pair_rebuild; surface_artifact_cleanup; high_frequency_boilerplate_diversified; secondary_boilerplate_diversified
7302,EMAIL_LONG_S02_043,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,유심·기기 인증 사칭,RE: 인증번호 최종 통보,"MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.!
유심 기기 인증 사칭 처리가 끝나면 완료 결과를 이 메일로 회신해 주세요.
유심 기기 인증 사칭 추가 비용을 피하려면 오늘 안에 확인을 완료해 주세요.
유심 기기 인증 사칭 처리 페이지: https://example.invalid/official","제목: RE: 인증번호 최종 통보
본문: MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.!
유심 기기 인증 사칭 처리가 끝나면 완료 결과를 이 메일로 회신해 주세요.
유심 기기 인증 사칭 추가 비용을 피하려면 오늘 안에 확인을 완료해 주세요.
유심 기기 인증 사칭 처리 페이지: https://example.invalid/official","제목: RE: 인증번호 최종 통보
본문: MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.!
유심 기기 인증 사칭 처리가 끝나면 완료 결과를 이 메일로 회신해 주세요.
유심 기기 인증 사칭 추가 비용을 피하려면 오늘 안에 확인을 완료해 주세요.
유심 기기 인증 사칭 처리 페이지: [URL]",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,reply,81-200,light,mixed_language,normal,False,korean_english,formal,TFAM_00872_G01,PAIR_FINAL_MFA_019,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S02D_SIM_049; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_MFA_03,pending,183,subject_body,False,TFAM_00872,ChatGPT,PAIR_MFA_FINAL_V1,auto_pass,SGRP_00511,train,corrected,의미가 직접 대응되는 정상·스팸 하드 페어로 재작성; final_quality_scenario_rewrite; final_semantic_pair_rebuild; final_semantic_pair_rebuild; final_semantic_pair_rebuild; surface_artifact_cleanup; high_frequency_boilerplate_diversified
7303,EMAIL_LONG_S02_044,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,인증번호 입력 요구,[DATE] 인증번호 확인 필요,"MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.
계정 비밀번호와 인증번호를 입력해 확인(check)을 완료해 주세요.
인증번호 입력 요구 확인을 위해 계정 비밀번호와 인증번호를 입력해 주세요.
인증번호 입력 요구 제한 해제 주소는 https://example.invalid/official입니다.","제목: [DATE] 인증번호 확인 필요
본문: MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.
계정 비밀번호와 인증번호를 입력해 확인(check)을 완료해 주세요.
인증번호 입력 요구 확인을 위해 계정 비밀번호와 인증번호를 입력해 주세요.
인증번호 입력 요구 제한 해제 주소는 https://example.invalid/official입니다.","제목: [DATE] 인증번호 확인 필요
본문: MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.
계정 비밀번호와 인증번호를 입력해 확인(check)을 완료해 주세요.
인증번호 입력 요구 확인을 위해 계정 비밀번호와 인증번호를 입력해 주세요.
인증번호 입력 요구 제한 해제 주소는 [URL]",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,enter_credential,81-200,none,none,normal,False,korean_english,formal,TFAM_00873_G01,PAIR_FINAL_MFA_025,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S02C_INPUT_046; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_MFA_03,pending,182,subject_body,False,TFAM_00873,ChatGPT,PAIR_MFA_FINAL_V1,auto_pass,SGRP_00529,valid,corrected,의미가 직접 대응되는 정상·스팸 하드 페어로 재작성; final_quality_scenario_rewrite; final_semantic_pair_rebuild; final_semantic_pair_rebuild; final_semantic_pair_rebuild; surface_artifact_cleanup; high_frequency_boilerplate_diversified
7304,EMAIL_LONG_S02_045,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,MFA 초기화 사칭,긴급: MFA 초기화 - 확인 필요,"MFA 초기화가 필요합니다. 수신한 승인 코드와 복구 정보를 입력해 초기화를 완료해 주세요.
MFA 초기화 사칭 제한을 풀려면 안내된 화면에 로그인 정보를 제출해 주세요.
MFA 초기화 사칭 확인 전에 지정된 금액을 먼저 입금해 주세요.
MFA 초기화 사칭 처리를 위해 받은 인증번호를 이 메일로 회신해 주세요.
MFA 초기화 사칭 처리를 위해 안내된 절차를 지금 완료해 주세요.
완료 후 반드시 회신해 주세요.
처리번호 S02-07304를 입력하면 요청을 바로 완료할 수 있습니다.","제목: 긴급: MFA 초기화 - 확인 필요
본문: MFA 초기화가 필요합니다. 수신한 승인 코드와 복구 정보를 입력해 초기화를 완료해 주세요.
MFA 초기화 사칭 제한을 풀려면 안내된 화면에 로그인 정보를 제출해 주세요.
MFA 초기화 사칭 확인 전에 지정된 금액을 먼저 입금해 주세요.
MFA 초기화 사칭 처리를 위해 받은 인증번호를 이 메일로 회신해 주세요.
MFA 초기화 사칭 처리를 위해 안내된 절차를 지금 완료해 주세요.
완료 후 반드시 회신해 주세요.
처리번호 S02-07304를 입력하면 요청을 바로 완료할 수 있습니다.","제목: 긴급: MFA 초기화 - 확인 필요
본문: MFA 초기화가 필요합니다. 수신한 승인 코드와 복구 정보를 입력해 초기화를 완료해 주세요.
MFA 초기화 사칭 제한을 풀려면 안내된 화면에 로그인 정보를 제출해 주세요.
MFA 초기화 사칭 확인 전에 지정된 금액을 먼저 입금해 주세요.
MFA 초기화 사칭 처리를 위해 받은 인증번호를 이 메일로 회신해 주세요.
MFA 초기화 사칭 처리를 위해 안내된 절차를 지금 완료해 주세요.
완료 후 반드시 회신해 주세요.
처리번호 S02-07304를 입력하면 요청을 바로 완료할 수 있습니다.",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,enter_credential,201-500,none,none,none,False,korean,urgent,TFAM_00874_G01,,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S02B_MFA_023; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_CLEAN_S02_01,pending,298,subject_body,False,TFAM_00874,ChatGPT,FINAL_S02_MFA 초기화 사칭_CLEAN,auto_pass,SGRP_00842,train,corrected,초기 800쌍의 부자연스러운 범주 연결을 해제하고 해당 대분류에 맞는 독립 이메일로 재작성; final_quality_scenario_rewrite; surface_artifact_cleanup; high_frequency_boilerplate_diversified
7305,EMAIL_LONG_S02_046,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,OTP 회신 요구,인증번호 hxxps://example[.]invalid/verify 입력,,인증번호 hxxps://example[.]invalid/verify 입력,인증번호 [URL] 입력,사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,verify_identity,10-30,none,none,obfuscated,False,korean_english,formal,TFAM_00875_G01,PAIR_FINAL_MFA_004,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S02_OTP_050; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_CLEAN_S02_01,pending,13,subject_only,False,TFAM_00875,ChatGPT,FINAL_S02_OTP 회신 요구_CLEAN,auto_pass,SGRP_00843,valid,rewrite_pair_cleanup,초기 800쌍의 부자연스러운 범주 연결을 해제하고 해당 대분류에 맞는 독립 이메일로 재작성; final_quality_compact_rewrite; final_semantic_pair_rebuild; final_semantic_pair_rebuild; final_semantic_pair_rebuild
7306,EMAIL_LONG_S02_047,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,유심·기기 인증 사칭,RE: 유심·기기 재인증 제한 해제!!,"> 이전 안내
유심 기기 인증 사칭 승인 화면: https://example.invalid/official
> 전달받은 내용을 기준으로 답변드립니다.
유심·기기 인증이 만료되었습니다. 인증번호(OTP code)와 기기 정보를 입력해야 이용을 계속할 수 있습니다.
계정 비밀번호와 인증번호(OTP code)를 입력해 확인을 완료해 주세요.","제목: RE: 유심·기기 재인증 제한 해제!!
본문: > 이전 안내
유심 기기 인증 사칭 승인 화면: https://example.invalid/official
> 전달받은 내용을 기준으로 답변드립니다.
유심·기기 인증이 만료되었습니다. 인증번호(OTP code)와 기기 정보를 입력해야 이용을 계속할 수 있습니다.
계정 비밀번호와 인증번호(OTP code)를 입력해 확인을 완료해 주세요.","제목: RE: 유심·기기 재인증 제한 해제!!
본문: > 이전 안내
유심 기기 인증 사칭 승인 화면: [URL]
> 전달받은 내용을 기준으로 답변드립니다.
유심·기기 인증이 만료되었습니다. 인증번호(OTP code)와 기기 정보를 입력해야 이용을 계속할 수 있습니다.
계정 비밀번호와 인증번호(OTP code)를 입력해 확인을 완료해 주세요.",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,enter_credential,81-200,strong,multiple,normal,False,korean_english,formal,TFAM_00876_G01,,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S02D_SIM_035; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_CLEAN_S02_01,pending,191,reply_forward,False,TFAM_00876,ChatGPT,FINAL_S02_유심·기기 인증 사칭_CLEAN,auto_pass,SGRP_00844,train,corrected,초기 800쌍의 부자연스러운 범주 연결을 해제하고 해당 대분류에 맞는 독립 이메일로 재작성; final_quality_scenario_rewrite; final_semantic_pair_rebuild; surface_artifact_cleanup; metadata_token_consistency_fix; high_frequency_boilerplate_diversified; secondary_boilerplate_diversified
7307,EMAIL_LONG_S02_048,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,인증번호 입력 요구,MFA 설정 세부 확인 필요,"MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.
계정(account) 비밀번호와 인증번호를 입력해 확인을 완료해 주세요.
인증번호 입력 요구 완료 화면을 캡처해 이 메일에 회신해 주세요.
인증번호 입력 요구 제한을 풀려면 안내된 화면에 로그인 정보를 제출해 주세요.
인증번호 입력 요구 오류가 나면 같은 정보를 다시 입력해 주세요.
확인이 끝나면 결과를 알려 주세요.
처리번호 S02-07307를 입력하면 요청을 바로 완료할 수 있습니다.","제목: MFA 설정 세부 확인 필요
본문: MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.
계정(account) 비밀번호와 인증번호를 입력해 확인을 완료해 주세요.
인증번호 입력 요구 완료 화면을 캡처해 이 메일에 회신해 주세요.
인증번호 입력 요구 제한을 풀려면 안내된 화면에 로그인 정보를 제출해 주세요.
인증번호 입력 요구 오류가 나면 같은 정보를 다시 입력해 주세요.
확인이 끝나면 결과를 알려 주세요.
처리번호 S02-07307를 입력하면 요청을 바로 완료할 수 있습니다.","제목: MFA 설정 세부 확인 필요
본문: MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.
계정(account) 비밀번호와 인증번호를 입력해 확인을 완료해 주세요.
인증번호 입력 요구 완료 화면을 캡처해 이 메일에 회신해 주세요.
인증번호 입력 요구 제한을 풀려면 안내된 화면에 로그인 정보를 제출해 주세요.
인증번호 입력 요구 오류가 나면 같은 정보를 다시 입력해 주세요.
확인이 끝나면 결과를 알려 주세요.
처리번호 S02-07307를 입력하면 요청을 바로 완료할 수 있습니다.",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,enter_credential,201-500,none,none,none,False,korean_english,formal,TFAM_00877_G01,PAIR_FINAL_MFA_032,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S02C_INPUT_034; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_CLEAN_S02_01,pending,291,subject_body,False,TFAM_00877,ChatGPT,FINAL_S02_인증번호 입력 요구_CLEAN,auto_pass,SGRP_00530,train,corrected,초기 800쌍의 부자연스러운 범주 연결을 해제하고 해당 대분류에 맞는 독립 이메일로 재작성; final_quality_scenario_rewrite; final_semantic_pair_rebuild; final_semantic_pair_rebuild; surface_artifact_cleanup; high_frequency_boilerplate_diversified
7308,EMAIL_LONG_S02_049,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,MFA 초기화 사칭,긴급: [DATE] 새 기기 인증 확인 필요,"MFA 초기화를 위해 방금 받은 인증 번호를 이 메일로 회신해 주세요.!
본인 확인을 위해 개인정보와 금융정보를 입력해 주세요.
MFA 초기화 사칭 승인을 위해 안내된 처리 수수료를 먼저 결제해 주세요.
MFA 초기화 사칭 승인 화면: https://example.invalid/official","제목: 긴급: [DATE] 새 기기 인증 확인 필요
본문: MFA 초기화를 위해 방금 받은 인증 번호를 이 메일로 회신해 주세요.!
본인 확인을 위해 개인정보와 금융정보를 입력해 주세요.
MFA 초기화 사칭 승인을 위해 안내된 처리 수수료를 먼저 결제해 주세요.
MFA 초기화 사칭 승인 화면: https://example.invalid/official","제목: 긴급: [DATE] 새 기기 인증 확인 필요
본문: MFA 초기화를 위해 방금 받은 인증 번호를 이 메일로 회신해 주세요.!
본인 확인을 위해 개인정보와 금융정보를 입력해 주세요.
MFA 초기화 사칭 승인을 위해 안내된 처리 수수료를 먼저 결제해 주세요.
MFA 초기화 사칭 승인 화면: [URL]",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,verify_identity,81-200,strong,multiple,normal,False,korean,urgent,TFAM_00878_G01,PAIR_FINAL_MFA_027,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S02B_MFA_028; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_CLEAN_S02_01,pending,170,subject_body,False,TFAM_00878,ChatGPT,FINAL_S02_MFA 초기화 사칭_CLEAN,auto_pass,SGRP_00518,train,corrected,초기 800쌍의 부자연스러운 범주 연결을 해제하고 해당 대분류에 맞는 독립 이메일로 재작성; final_quality_scenario_rewrite; final_semantic_pair_rebuild; final_semantic_pair_rebuild; final_semantic_pair_rebuild; surface_artifact_cleanup; high_frequency_boilerplate_diversified
7309,EMAIL_LONG_S02_050,1,spam_or_fraud,email,S02_인증번호_MFA_탈취,OTP 회신 요구,RE: MFA 설정 즉시 확인,"MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.
본인 확인(check)을 위해 개인정보와 금융정보를 입력해 주세요.
OTP 회신 요구 오류가 나면 같은 정보를 다시 입력해 주세요.
OTP 회신 요구 승인 화면: https://example.invalid/official","제목: RE: MFA 설정 즉시 확인
본문: MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.
본인 확인(check)을 위해 개인정보와 금융정보를 입력해 주세요.
OTP 회신 요구 오류가 나면 같은 정보를 다시 입력해 주세요.
OTP 회신 요구 승인 화면: https://example.invalid/official","제목: RE: MFA 설정 즉시 확인
본문: MFA 초기화를 위해 방금 받은 인증번호(OTP code)를 이 메일로 회신해 주세요.
본인 확인(check)을 위해 개인정보와 금융정보를 입력해 주세요.
OTP 회신 요구 오류가 나면 같은 정보를 다시 입력해 주세요.
OTP 회신 요구 승인 화면: [URL]",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,verify_identity,81-200,none,none,normal,False,korean_english,formal,TFAM_00879_G01,PAIR_FINAL_MFA_026,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S02_OTP_036; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_CLEAN_S02_01,pending,170,subject_body,False,TFAM_00879,ChatGPT,FINAL_S02_OTP 회신 요구_CLEAN,auto_pass,SGRP_00513,train,corrected,초기 800쌍의 부자연스러운 범주 연결을 해제하고 해당 대분류에 맞는 독립 이메일로 재작성; final_quality_scenario_rewrite; final_semantic_pair_rebuild; final_semantic_pair_rebuild; surface_artifact_cleanup; high_frequency_boilerplate_diversified
7310,EMAIL_LONG_S03_001,1,spam_or_fraud,email,S03_금융_카드_결제_사기,결제 취소·환불 사칭,긴급: 결제 취소·환불 관련 확·인 필요!,"결제 승인: https://example.invalid/official
결제 취소·환불 확인이 지연되고 있습니다. 계정 비밀번호와 인…","제목: 긴급: 결제 취소·환불 관련 확·인 필요!
본문: 결제 승인: https://example.invalid/official
결제 취소·환불 확인이 지연되고 있습니다. 계정 비밀번호와 인…","제목: 긴급: 결제 취소·환불 관련 확·인 필요!
본문: 결제 승인: [URL]
결제 취소·환불 확인이 지연되고 있습니다. 계정 비밀번호와 인…",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,enter_credential,31-80,strong,multiple,normal,False,korean,urgent,TFAM_00880_G01,,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S03B_REF_036; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_BANK_CARD_01,pending,80,subject_body,False,TFAM_00880,ChatGPT,PAIR_BANK_CARD_FINAL_V1,auto_pass,SGRP_00845,train,corrected,의미가 직접 대응되는 정상·스팸 하드 페어로 재작성; final_quality_scenario_rewrite; final_semantic_pair_rebuild; metadata_token_consistency_fix; compact_boilerplate_diversified
7311,EMAIL_LONG_S03_002,1,spam_or_fraud,email,S03_금융_카드_결제_사기,불법 대출·채무 사기,RE: 환불 처리 확인 필요 📩,"> 이전 안내 내용을 확인했습니다.
결제를 취소하거나 환불받으려면 카드정보와 인증번호를 입력하고 수수료를 납부해 주세요.
불법 대출 채무 사기 요청을 완료하면 담당 확인이 바로 진행됩니다.
불법 대출 채무 사기 오류가 나면 같은 정보를 다시 입력해 주세요.
처리 주소: hxxps://example[.]invalid/verify","제목: RE: 환불 처리 확인 필요 📩
본문: > 이전 안내 내용을 확인했습니다.
결제를 취소하거나 환불받으려면 카드정보와 인증번호를 입력하고 수수료를 납부해 주세요.
불법 대출 채무 사기 요청을 완료하면 담당 확인이 바로 진행됩니다.
불법 대출 채무 사기 오류가 나면 같은 정보를 다시 입력해 주세요.
처리 주소: hxxps://example[.]invalid/verify","제목: RE: 환불 처리 확인 필요 📩
본문: > 이전 안내 내용을 확인했습니다.
결제를 취소하거나 환불받으려면 카드정보와 인증번호를 입력하고 수수료를 납부해 주세요.
불법 대출 채무 사기 요청을 완료하면 담당 확인이 바로 진행됩니다.
불법 대출 채무 사기 오류가 나면 같은 정보를 다시 입력해 주세요.
처리 주소: [URL]",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,click_link,81-200,light,emoji,obfuscated,False,korean,formal,TFAM_00881_G01,PAIR_FINAL_BANK_CARD_021,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S03C_LOAN_049; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_BANK_CARD_02,pending,182,reply_forward,False,TFAM_00881,ChatGPT,PAIR_BANK_CARD_FINAL_V1,auto_pass,SGRP_00191,train,corrected,의미가 직접 대응되는 정상·스팸 하드 페어로 재작성; final_quality_scenario_rewrite; final_semantic_pair_rebuild; final_semantic_pair_rebuild; surface_artifact_cleanup; high_frequency_boilerplate_diversified
7312,EMAIL_LONG_S03_003,1,spam_or_fraud,email,S03_금융_카드_결제_사기,소액결제·수수료 사칭,[DATE] 소액결제 취소 즉시 확인,"소액결제 취소를 위해 처리 수수료를 먼저 납부하고 결제정보를 확인해 주세요.
소액결제 수수료 사칭 확인을 위해 계정 비밀번호와 인증번호를 입력해 주세요.
소액결제 수수료 사칭 처리 결과가 표시될 때까지 안내 화면을 유지해 주세요.
소액결제 수수료 사칭 처리 결과가 표시될 때까지 안내 화면을 유지해 주세요.
소액결제 수수료 사칭 제한을 풀려면 안내된 화면에 로그인 정보를 제출해 주세요.
지금 확인하여 처리를 마쳐 주세요.
소액결제 수수료 사칭 처리 페이지: https://example.invalid/official
처리번호 S03-07312를 입력하면 요청을 바로 완료할 수 있습니다.","제목: [DATE] 소액결제 취소 즉시 확인
본문: 소액결제 취소를 위해 처리 수수료를 먼저 납부하고 결제정보를 확인해 주세요.
소액결제 수수료 사칭 확인을 위해 계정 비밀번호와 인증번호를 입력해 주세요.
소액결제 수수료 사칭 처리 결과가 표시될 때까지 안내 화면을 유지해 주세요.
소액결제 수수료 사칭 처리 결과가 표시될 때까지 안내 화면을 유지해 주세요.
소액결제 수수료 사칭 제한을 풀려면 안내된 화면에 로그인 정보를 제출해 주세요.
지금 확인하여 처리를 마쳐 주세요.
소액결제 수수료 사칭 처리 페이지: https://example.invalid/official
처리번호 S03-07312를 입력하면 요청을 바로 완료할 수 있습니다.","제목: [DATE] 소액결제 취소 즉시 확인
본문: 소액결제 취소를 위해 처리 수수료를 먼저 납부하고 결제정보를 확인해 주세요.
소액결제 수수료 사칭 확인을 위해 계정 비밀번호와 인증번호를 입력해 주세요.
소액결제 수수료 사칭 처리 결과가 표시될 때까지 안내 화면을 유지해 주세요.
소액결제 수수료 사칭 처리 결과가 표시될 때까지 안내 화면을 유지해 주세요.
소액결제 수수료 사칭 제한을 풀려면 안내된 화면에 로그인 정보를 제출해 주세요.
지금 확인하여 처리를 마쳐 주세요.
소액결제 수수료 사칭 처리 페이지: [URL]
처리번호 S03-07312를 입력하면 요청을 바로 완료할 수 있습니다.",사칭·기만·민감정보·송금·설치·비동의 광고 중 하나 이상의 위험 행동을 요구함,enter_credential,201-500,none,none,normal,False,korean,formal,TFAM_00882_G01,,ai_generated,ChatGPT Stage3C precision rewrite; seed_id=EMAIL_S03D_MICRO_001; actual-sender email style; nonfunctional placeholder URL only,FINAL_PAIR_BANK_CARD_04,pending,331,subject_body,False,TFAM_00882,ChatGPT,PAIR_BANK_CARD_FINAL_V1,auto_pass,SGRP_00846,train,corrected,의미가 직접 대응되는 정상·스팸 하드 페어로 재작성; final_quality_scenario_rewrite; surface_artifact_cleanup; high_frequency_boilerplate_diversified
